User ID,Request ID,Method,Status,Duration (ms),Chart Name,Dataset Name,MIME Type,URL,Start Time,End Time
1,39202.123,POST,200,37125,056f6640-9898-4202-b1c2-6f5a927057be,N/A,application/json,"https://galaxyai.bayer.com/vizResponse",1759684555136,1759684592261
1,39202.122,POST,200,36695,2b11b663-1f7b-4214-aaeb-82dbf646f721,N/A,application/json,"https://galaxyai.bayer.com/vizResponse",1759684555136,1759684591831
1,39202.121,POST,200,36134,910c168a-24ac-444f-b1f1-55ca763a8a58,N/A,application/json,"https://galaxyai.bayer.com/vizResponse",1759684555136,1759684591270
1,39202.120,POST,200,35816,4ec3beff-74c8-43b7-bc5b-45f313e5fdb4,N/A,application/json,"https://galaxyai.bayer.com/vizResponse",1759684555135,1759684590951
1,39202.119,POST,200,35484,7a147306-c642-4b64-a30a-ce78f9f65b27,N/A,application/json,"https://galaxyai.bayer.com/vizResponse",1759684555135,1759684590619
1,39202.118,POST,200,35086,c3835959-0c0c-4195-9fad-0fa8e09fabae,N/A,application/json,"https://galaxyai.bayer.com/vizResponse",1759684555134,1759684590220
1,39202.117,POST,200,34698,91cb314f-8b51-42c9-96dd-40f45573f94f,N/A,application/json,"https://galaxyai.bayer.com/vizResponse",1759684555134,1759684589832
1,39202.116,POST,200,34112,Latest Data available by Subject Areas,N/A,application/json,"https://galaxyai.bayer.com/vizResponse",1759684555133,1759684589245
1,39202.124,GET,200,31323,N/A,N/A,application/json,"https://galaxyai.bayer.com/annotations/chartFormMappings",1759684555137,1759684586460
1,39202.139,POST,200,11371,0f99bfbe-ceb6-45f8-8f32-60078730aa48,N/A,application/json,"https://galaxyai.bayer.com/vizResponse",1759684598968,1759684610339
1,39202.138,POST,200,9965,0b998639-7a11-4179-97b9-babe36a97710,N/A,application/json,"https://galaxyai.bayer.com/vizResponse",1759684597040,1759684607005
1,39202.137,POST,200,9587,94180822-338c-4a0f-88ea-1f253234d28e,N/A,application/json,"https://galaxyai.bayer.com/vizResponse",1759684596464,1759684606051
1,39202.142,POST,200,9290,7f7b3895-fed6-409e-8516-f87abea09b92,N/A,application/json,"https://galaxyai.bayer.com/vizResponse",1759684601917,1759684611207
1,39202.143,POST,200,9233,b95f4709-cbfa-4391-bdb5-2b81c5377651,N/A,application/json,"https://galaxyai.bayer.com/vizResponse",1759684603148,1759684612381
1,39202.150,POST,200,9198,Intent to Action - Rx,N/A,application/json,"https://galaxyai.bayer.com/vizResponse",1759684611207,1759684620405
1,39202.144,POST,200,8941,d4ef0d39-11f0-418f-8627-315c45c73a33,N/A,application/json,"https://galaxyai.bayer.com/vizResponse",1759684604409,1759684613350
1,39202.151,POST,200,8848,Awareness - Women,N/A,application/json,"https://galaxyai.bayer.com/vizResponse",1759684612381,1759684621229
1,39202.136,POST,200,8837,84066ecb-9a89-4be7-a4d4-0734814b8812,N/A,application/json,"https://galaxyai.bayer.com/vizResponse",1759684595572,1759684604409
1,39202.145,POST,200,8769,4e6793ca-0cad-4d2d-89e2-e4e1eb65ac6d,N/A,application/json,"https://galaxyai.bayer.com/vizResponse",1759684605981,1759684614750
1,39202.146,POST,200,8764,a83de938-5e7c-4909-ac57-ff45882fe552,N/A,application/json,"https://galaxyai.bayer.com/vizResponse",1759684607003,1759684615767
1,39202.134,POST,200,8702,f39feb68-da6d-44b7-b45c-c485af716f99,N/A,application/json,"https://galaxyai.bayer.com/vizResponse",1759684593215,1759684601917
1,39202.135,POST,200,8510,a9483bbf-493b-43df-8c32-afbbc79bd4c0,N/A,application/json,"https://galaxyai.bayer.com/vizResponse",1759684594641,1759684603151
1,39202.141,POST,200,8493,1debc605-0484-4d5f-a5d3-893a4e1bf2d0,N/A,application/json,"https://galaxyai.bayer.com/vizResponse",1759684600774,1759684609267
1,39202.140,POST,200,8457,e99a06f4-eb44-44e9-8706-875f30f3286d,N/A,application/json,"https://galaxyai.bayer.com/vizResponse",1759684599903,1759684608360
1,39202.149,POST,200,8443,Awareness - HCP,N/A,application/json,"https://galaxyai.bayer.com/vizResponse",1759684610334,1759684618777
1,39202.148,POST,200,8266,Intent to Action - Ask,N/A,application/json,"https://galaxyai.bayer.com/vizResponse",1759684609263,1759684617529
1,39202.152,POST,200,8264,Awareness - HCP Attainment,N/A,application/json,"https://galaxyai.bayer.com/vizResponse",1759684613347,1759684621611
1,39202.147,POST,200,8202,6ad5f984-db9c-4dbd-9d9d-ebc495e6255c,N/A,application/json,"https://galaxyai.bayer.com/vizResponse",1759684608352,1759684616554
1,39202.133,POST,200,8148,cbc70121-ac26-4ef2-8a32-6959bf7736c9,N/A,application/json,"https://galaxyai.bayer.com/vizResponse",1759684592655,1759684600803
1,39202.156,POST,200,8148,Awareness - Women,N/A,application/json,"https://galaxyai.bayer.com/vizResponse",1759684617487,1759684625635
1,39202.74,GET,200,7805,N/A,N/A,application/json,"https://galaxyai.bayer.com/businessViews?includeColumns=true&includingShared=true&withSharings=true",1759684545693,1759684553498
1,39202.155,POST,200,7805,Intent to Action - Rx,N/A,application/json,"https://galaxyai.bayer.com/vizResponse",1759684616550,1759684624355
1,39202.157,POST,200,7735,Intent to Action - Ask,N/A,application/json,"https://galaxyai.bayer.com/vizResponse",1759684618776,1759684626511
1,39202.132,POST,200,7643,7699ebb5-cfba-49db-b121-6f0085453942,N/A,application/json,"https://galaxyai.bayer.com/vizResponse",1759684592261,1759684599904
1,39202.153,POST,200,7510,Awareness - Women Attainment,N/A,application/json,"https://galaxyai.bayer.com/vizResponse",1759684614701,1759684622211
1,39202.154,POST,200,7319,Awareness - HCP,N/A,application/json,"https://galaxyai.bayer.com/vizResponse",1759684615764,1759684623083
1,39202.131,POST,200,7138,a8d3c08e-d882-4c96-8bc5-6b7519d35df0,N/A,application/json,"https://galaxyai.bayer.com/vizResponse",1759684591831,1759684598969
1,39202.130,POST,200,5772,e34ebccf-3a48-4f35-af1d-1d8890041d0b,N/A,application/json,"https://galaxyai.bayer.com/vizResponse",1759684591269,1759684597041
1,39202.129,POST,200,5513,6086f35b-83de-4c73-bd8f-23176c8dc769,N/A,application/json,"https://galaxyai.bayer.com/vizResponse",1759684590951,1759684596464
1,39202.128,POST,200,4956,fcf139f0-52d4-4e51-8c45-7a9d9bd5a7d4,N/A,application/json,"https://galaxyai.bayer.com/vizResponse",1759684590617,1759684595573
1,39202.127,POST,200,4421,2b458f24-5ee1-4bef-aa2f-8128ef9b60bb,N/A,application/json,"https://galaxyai.bayer.com/vizResponse",1759684590220,1759684594641
1,39202.249,POST,200,3450,NBRx Submitted Claims Volume Distribution across Claim Status,N/A,application/json,"https://galaxyai.bayer.com/vizResponse",1759684651031,1759684654481
1,39202.125,POST,200,3411,c43e1ce0-0f3e-492b-8a92-dc10981c01d2,N/A,application/json,"https://galaxyai.bayer.com/vizResponse",1759684589245,1759684592656
1,39202.126,POST,200,3387,ab955ae2-b17c-403a-b1e8-6e876c64666f,N/A,application/json,"https://galaxyai.bayer.com/vizResponse",1759684589828,1759684593215
1,39202.255,POST,200,3212,TRx Submitted Claims Volume % across Claims Status,N/A,application/json,"https://galaxyai.bayer.com/vizResponse",1759684653802,1759684657014
1,39202.107,GET,200,3190,N/A,N/A,application/json,"https://galaxyai.bayer.com/businessViews?includeColumns=true&includingShared=true&withSharings=true&bvId[]=bv_53d03f46-35c5-42b1-84f2-6f187f60a5e5&bvId[]=bv_13da5c5f-f12e-487a-a8a8-59bb78614362&bvId[]=bv_8c49a6b7-d546-478f-a976-6143d86eccff&bvId[]=bv_ca2d8c05-32d1-4c20-bc6c-6cfb2426d2c0",1759684551947,1759684555137
1,39202.248,POST,200,3047,Submitted NBRx Claims Volume Distribution by Payer Channel,N/A,application/json,"https://galaxyai.bayer.com/vizResponse",1759684651031,1759684654078
1,39202.177,POST,200,3018,LYN NBRx In-class Mkt Share (LTD),N/A,application/json,"https://galaxyai.bayer.com/vizResponse",1759684632714,1759684635732
1,39202.254,POST,200,2975,TRx Submitted Claims Volume Distribution across Claims Status,N/A,application/json,"https://galaxyai.bayer.com/vizResponse",1759684653640,1759684656615
1,39202.176,POST,200,2804,TRx - Blink vs Non Blink,N/A,application/json,"https://galaxyai.bayer.com/vizResponse",1759684632713,1759684635517
1,39202.247,POST,200,2772,Patient Conversion Rate % (LTD),N/A,application/json,"https://galaxyai.bayer.com/vizResponse",1759684651030,1759684653802
1,39202.175,POST,200,2711,LYN NBRx Mkt Share (LTD),N/A,application/json,"https://galaxyai.bayer.com/vizResponse",1759684632697,1759684635408
1,39202.253,POST,200,2706,Submitted TRx Claims Volume Distribution by Payer Channel,N/A,application/json,"https://galaxyai.bayer.com/vizResponse",1759684653506,1759684656212
1,39202.174,POST,200,2686,NBRx Writer Depth (LTD),N/A,application/json,"https://galaxyai.bayer.com/vizResponse",1759684632600,1759684635286
1,39202.173,POST,200,2621,NBRx Unique Writers (LTD),N/A,application/json,"https://galaxyai.bayer.com/vizResponse",1759684632600,1759684635221
1,39202.244,POST,200,2612,NBRx Submitted Claims Volume (LTD),N/A,application/json,"https://galaxyai.bayer.com/vizResponse",1759684651028,1759684653640
1,39202.172,POST,200,2534,NBRx (LTD),N/A,application/json,"https://galaxyai.bayer.com/vizResponse",1759684632599,1759684635133
1,39202.246,POST,200,2480,Patient Avg Days to Convert (LTD),N/A,application/json,"https://galaxyai.bayer.com/vizResponse",1759684651029,1759684653509
1,39202.171,POST,200,2463,TRx (LTD),N/A,application/json,"https://galaxyai.bayer.com/vizResponse",1759684632593,1759684635056
1,39202.113,POST,200,2458,N/A,WHC_LYNKUET_GEO,application/json,"https://galaxyai.bayer.com/tqlSpark",1759684555132,1759684557590
1,39202.114,POST,200,2456,N/A,WHC_LYNKUET_SLS_CHNL,application/json,"https://galaxyai.bayer.com/tqlSpark",1759684555132,1759684557588
1,39202.115,POST,200,2452,N/A,WHC_LYNKUET_SLS_CHNL,application/json,"https://galaxyai.bayer.com/tqlSpark",1759684555132,1759684557584
1,39202.36,GET,200,2449,N/A,N/A,application/json,"https://galaxyai.bayer.com/businessViews?includeColumns=false&includingShared=true&withSharings=true",1759684543244,1759684545693
1,39202.170,POST,200,2399,Performance Data Date,N/A,application/json,"https://galaxyai.bayer.com/vizResponse",1759684632588,1759684634987
1,39202.112,POST,200,2396,N/A,WHC_LYNKUET_GEO,application/json,"https://galaxyai.bayer.com/tqlSpark",1759684555132,1759684557528
1,39202.245,POST,200,2353,NBRx Approval Rate % (LTD),N/A,application/json,"https://galaxyai.bayer.com/vizResponse",1759684651029,1759684653382
1,39202.110,POST,200,2350,N/A,WHC_LYNKUET_GEO,application/json,"https://galaxyai.bayer.com/tqlSpark",1759684555132,1759684557482
1,39202.111,POST,200,2346,N/A,WHC_LYNKUET_GEO,application/json,"https://galaxyai.bayer.com/tqlSpark",1759684555132,1759684557478
1,39202.164,POST,200,2289,N/A,WHC_LYNKUET_GEO,application/json,"https://galaxyai.bayer.com/tqlSpark",1759684632568,1759684634857
